,cash
2128,800.0
2129,820.0
2130,805.0
2131,805.0
2132,785.0
2133,895.0
2134,875.0
2135,875.0
2136,875.0
2137,855.0
2138,855.0
2139,855.0
2140,855.0
2141,835.0
2142,825.0
2143,805.0
2144,980.0
2145,960.0
2146,950.0
2147,930.0
2148,1045.0
2149,1025.0
2150,1015.0
2151,1015.0
2152,1005.0
2153,1005.0
2154,995.0
2155,975.0
2156,1055.0
2157,1050.0
2158,1040.0
2159,1040.0
2160,1040.0
2161,1020.0
2162,1020.0
2163,1010.0
2164,1050.0
2165,1040.0
2166,1040.0
2167,1040.0
2168,1040.0
2169,1055.0
2170,1045.0
2171,1035.0
2172,1015.0
2173,190.0
2174,190.0
2175,180.0
2176,180.0
2177,175.0
2178,160.0
2179,150.0
2180,130.0
2181,110.0
2182,110.0
2183,90.0
2184,90.0
2185,90.0
2186,90.0
2187,70.0
2188,60.0
2189,40.0
2190,200.0
2191,190.0
2192,180.0
2193,180.0
2194,170.0
2195,170.0
2196,150.0
2197,150.0
2198,130.0
2199,110.0
2200,100.0
2201,80.0
2202,80.0
2203,60.0
2204,50.0
2205,30.0
2206,365.0
2207,355.0
2208,430.0
2209,415.0
2210,505.0
2211,485.0
2212,475.0
2213,455.0
2214,415.0
2215,415.0
2216,395.0
2217,375.0
2218,365.0
2219,345.0
2220,590.0
2221,570.0
2222,560.0
2223,540.0
2224,520.0
2225,500.0
2226,490.0
2227,470.0
2228,595.0
2229,575.0
2230,565.0
2231,525.0
2232,720.0
2233,700.0
2234,690.0
2235,670.0
2236,795.0
2237,785.0
2238,775.0
2239,755.0
2240,715.0
2241,710.0
2242,725.0
2243,705.0
2244,695.0
2245,655.0
2246,615.0
2247,575.0
2248,535.0
2249,505.0
2250,505.0
2251,485.0
2252,595.0
2253,575.0
2254,565.0
2255,545.0
2256,720.0
2257,700.0
2258,690.0
2259,670.0
2260,665.0
2261,650.0
2262,640.0
2263,620.0
2264,620.0
2265,635.0
2266,615.0
2267,605.0
2268,585.0
2269,725.0
2270,730.0
2271,720.0
2272,720.0
2273,700.0
2274,780.0
2275,765.0
2276,755.0
2277,735.0
2278,735.0
2279,715.0
2280,705.0
2281,685.0
2282,800.0
2283,780.0
2284,770.0
2285,750.0
2286,865.0
2287,845.0
2288,835.0
2289,815.0
2290,940.0
2291,930.0
2292,970.0
2293,945.0
2294,945.0
2295,960.0
2296,940.0
2297,930.0
2298,910.0
2299,200.0
2300,190.0
2301,180.0
2302,180.0
2303,270.0
2304,260.0
2305,260.0
2306,240.0
2307,230.0
2308,190.0
2309,190.0
2310,170.0
2311,160.0
2312,140.0
2313,305.0
2314,285.0
2315,275.0
2316,255.0
2317,380.0
2318,370.0
2319,360.0
2320,340.0
2321,320.0
2322,300.0
2323,610.0
2324,595.0
2325,595.0
2326,575.0
2327,725.0
2328,695.0
2329,685.0
2330,685.0
2331,665.0
2332,645.0
2333,645.0
2334,625.0
2335,720.0
2336,700.0
2337,700.0
2338,680.0
2339,660.0
2340,950.0
2341,930.0
2342,920.0
2343,900.0
2344,1010.0
2345,990.0
2346,990.0
2347,970.0
2348,950.0
2349,950.0
2350,940.0
2351,980.0
2352,965.0
2353,955.0
2354,935.0
2355,1045.0
2356,1025.0
2357,1015.0
2358,1015.0
2359,1105.0
2360,1120.0
2361,1135.0
2362,1140.0
2363,1130.0
2364,1120.0
2365,1100.0
2366,1080.0
2367,1095.0
2368,1080.0
2369,1080.0
2370,1080.0
2371,1080.0
2372,1060.0
2373,1125.0
2374,1105.0
2375,1105.0
2376,1085.0
2377,1065.0
2378,1045.0
2379,1045.0
2380,1060.0
2381,1045.0
2382,1035.0
2383,1015.0
2384,1015.0
2385,995.0
2386,985.0
2387,985.0
2388,1085.0
2389,1085.0
2390,1065.0
2391,1120.0
2392,1100.0
2393,1090.0
2394,1090.0
2395,1080.0
2396,1070.0
2397,1060.0
2398,1040.0
2399,1020.0
2400,1020.0
2401,200.0
2402,180.0
2403,180.0
2404,160.0
2405,255.0
2406,235.0
2407,235.0
2408,215.0
2409,215.0
2410,195.0
2411,185.0
2412,185.0
2413,185.0
2414,165.0
2415,145.0
2416,130.0
2417,125.0
2418,125.0
2419,105.0
2420,105.0
2421,95.0
2422,95.0
2423,95.0
2424,75.0
2425,65.0
2426,65.0
2427,65.0
2428,65.0
2429,45.0
2430,25.0
2431,25.0
2432,25.0
2433,135.0
2434,115.0
2435,115.0
2436,95.0
2437,95.0
2438,75.0
2439,65.0
2440,60.0
2441,50.0
2442,40.0
2443,20.0
2444,115.0
2445,95.0
2446,85.0
2447,65.0
2448,270.0
2449,250.0
2450,240.0
2451,230.0
2452,210.0
2453,420.0
2454,400.0
2455,390.0
2456,380.0
2457,360.0
2458,430.0
2459,445.0
2460,425.0
2461,425.0
2462,405.0
2463,385.0
2464,365.0
2465,355.0
2466,335.0
2467,335.0
2468,315.0
2469,315.0
2470,295.0
2471,275.0
2472,255.0
2473,255.0
2474,235.0
2475,235.0
2476,215.0
2477,215.0
2478,195.0
2479,185.0
2480,175.0
2481,155.0
2482,135.0
2483,115.0
2484,220.0
2485,200.0
2486,180.0
2487,160.0
2488,160.0
2489,140.0
2490,130.0
2491,130.0
2492,130.0
2493,90.0
2494,40.0
2495,30.0
2496,20.0
2497,20.0
2498,200.0
2499,215.0
2500,205.0
2501,205.0
2502,205.0
2503,205.0
2504,195.0
2505,185.0
2506,165.0
2507,410.0
2508,400.0
2509,400.0
2510,380.0
2511,340.0
2512,300.0
2513,290.0
2514,290.0
2515,290.0
2516,330.0
2517,320.0
2518,320.0
2519,320.0
2520,320.0
2521,310.0
2522,310.0
2523,310.0
2524,280.0
2525,270.0
2526,270.0
2527,270.0
2528,286.67
2529,281.67
2530,281.67
2531,261.67
2532,261.67
2533,276.67
2534,266.67
2535,266.67
2536,266.67
2537,246.67000000000002
2538,236.67000000000002
2539,226.67000000000002
2540,226.67000000000002
2541,216.67000000000002
2542,206.67000000000002
2543,206.67000000000002
2544,311.67
2545,301.67
2546,301.67
2547,261.67
2548,261.67
2549,251.67000000000002
2550,251.67000000000002
2551,251.67000000000002
2552,251.67000000000002
2553,211.67000000000002
2554,211.67000000000002
2555,201.67000000000002
2556,201.67000000000002
2557,201.67000000000002
2558,181.67000000000002
2559,171.67000000000002
2560,166.67000000000002
2561,166.67000000000002
2562,146.67000000000002
2563,146.67000000000002
2564,146.67000000000002
2565,221.67000000000002
2566,211.67000000000002
2567,211.67000000000002
2568,211.67000000000002
2569,211.67000000000002
2570,201.67000000000002
2571,201.67000000000002
2572,201.67000000000002
2573,161.67000000000002
2574,166.67000000000002
2575,146.67000000000002
2576,146.67000000000002
2577,136.67000000000002
2578,131.67000000000002
2579,126.67000000000002
2580,126.67000000000002
2581,126.67000000000002
2582,116.67000000000002
2583,116.67000000000002
2584,116.67000000000002
2585,116.67000000000002
2586,106.67000000000002
2587,96.67000000000002
2588,96.67000000000002
2589,96.67000000000002
2590,201.67000000000002
2591,191.67000000000002
2592,191.67000000000002
2593,191.67000000000002
2594,191.67000000000002
2595,181.67000000000002
2596,171.67000000000002
2597,171.67000000000002
2598,171.67000000000002
2599,161.67000000000002
2600,156.67000000000002
2601,151.67000000000002
2602,151.67000000000002
2603,151.67000000000002
2604,200.0
2605,190.0
2606,180.0
2607,160.0
2608,335.0
2609,325.0
2610,325.0
2611,325.0
2612,305.0
2613,295.0
2614,285.0
2615,265.0
2616,245.0
2617,225.0
2618,215.0
2619,215.0
2620,195.0
2621,290.0
2622,290.0
2623,320.0
2624,315.0
2625,315.0
2626,295.0
2627,295.0
2628,265.0
2629,255.0
2630,245.0
2631,185.0
2632,185.0
2633,165.0
2634,155.0
2635,135.0
2636,135.0
2637,115.0
2638,105.0
2639,85.0
2640,275.0
2641,255.0
2642,245.0
2643,225.0
2644,485.0
2645,465.0
2646,445.0
2647,445.0
2648,425.0
2649,425.0
2650,405.0
2651,405.0
2652,405.0
2653,405.0
2654,385.0
2655,365.0
2656,365.0
2657,365.0
2658,410.0
2659,400.0
2660,400.0
2661,400.0
2662,395.0
2663,370.0
2664,370.0
2665,350.0
2666,525.0
2667,505.0
2668,505.0
2669,505.0
2670,505.0
2671,475.0
2672,465.0
2673,465.0
2674,465.0
2675,465.0
2676,445.0
2677,445.0
2678,425.0
2679,425.0
2680,385.0
2681,365.0
2682,335.0
2683,335.0
2684,315.0
2685,305.0
2686,295.0
2687,275.0
2688,400.0
2689,390.0
2690,390.0
2691,390.0
2692,450.0
2693,435.0
2694,435.0
2695,435.0
2696,505.0
2697,485.0
2698,485.0
2699,445.0
2700,445.0
2701,425.0
2702,425.0
2703,425.0
2704,425.0
2705,425.0
2706,440.0
2707,420.0
2708,420.0
2709,420.0
2710,380.0
2711,370.0
2712,360.0
2713,360.0
2714,360.0
2715,340.0
2716,340.0
2717,335.0
2718,320.0
2719,310.0
2720,310.0
2721,310.0
2722,325.0
2723,295.0
2724,195.0
2725,190.0
2726,180.0
2727,160.0
2728,350.0
2729,330.0
2730,320.0
2731,300.0
2732,415.0
2733,395.0
2734,385.0
2735,365.0
2736,580.0
2737,560.0
2738,550.0
2739,530.0
2740,530.0
2741,510.0
2742,490.0
2743,470.0
2744,430.0
2745,430.0
2746,410.0
2747,400.0
2748,400.0
2749,400.0
2750,380.0
2751,370.0
2752,350.0
2753,470.0
2754,450.0
2755,430.0
2756,420.0
2757,420.0
2758,420.0
2759,400.0
2760,400.0
2761,400.0
2762,360.0
2763,320.0
2764,320.0
2765,275.0
2766,255.0
2767,245.0
2768,225.0
2769,420.0
2770,405.0
2771,395.0
2772,375.0
2773,355.0
2774,355.0
2775,335.0
2776,315.0
2777,315.0
2778,295.0
2779,295.0
2780,275.0
2781,255.0
2782,235.0
2783,195.0
2784,195.0
2785,175.0
2786,165.0
2787,155.0
2788,135.0
2789,325.0
2790,305.0
2791,295.0
2792,275.0
2793,255.0
2794,235.0
2795,215.0
2796,205.0
2797,185.0
2798,165.0
2799,145.0
2800,135.0
2801,115.0
2802,270.0
2803,260.0
2804,250.0
2805,230.0
2806,330.0
2807,315.0
2808,315.0
2809,295.0
2810,395.0
2811,375.0
2812,365.0
2813,325.0
2814,325.0
2815,305.0
2816,305.0
2817,285.0
2818,380.0
2819,360.0
2820,350.0
2821,330.0
2822,500.0
2823,500.0
2824,480.0
2825,480.0
2826,460.0
2827,450.0
2828,440.0
2829,430.0
2830,410.0
2831,510.0
2832,525.0
2833,505.0
2834,495.0
2835,475.0
2836,590.0
2837,570.0
2838,560.0
2839,540.0
2840,540.0
2841,520.0
2842,520.0
2843,500.0
2844,490.0
2845,470.0
2846,200.0
2847,200.0
2848,190.0
2849,180.0
2850,160.0
2851,280.0
2852,270.0
2853,270.0
2854,270.0
2855,265.0
2856,280.0
2857,260.0
2858,260.0
2859,220.0
2860,200.0
2861,160.0
2862,160.0
2863,140.0
2864,130.0
2865,110.0
2866,355.0
2867,335.0
2868,315.0
2869,305.0
2870,295.0
2871,275.0
2872,235.0
2873,235.0
2874,215.0
2875,205.0
2876,185.0
2877,385.0
2878,365.0
2879,355.0
2880,335.0
2881,335.0
2882,315.0
2883,295.0
2884,285.0
2885,265.0
2886,265.0
2887,270.0
2888,260.0
2889,250.0
2890,230.0
2891,210.0
2892,190.0
2893,165.0
2894,150.0
2895,140.0
2896,120.0
2897,350.0
2898,330.0
2899,320.0
2900,300.0
2901,270.0
2902,260.0
2903,250.0
2904,250.0
2905,455.0
2906,435.0
2907,415.0
2908,395.0
2909,375.0
2910,335.0
2911,295.0
2912,275.0
2913,275.0
2914,255.0
2915,310.0
2916,290.0
2917,280.0
2918,260.0
2919,410.0
2920,400.0
2921,455.0
2922,455.0
2923,435.0
2924,425.0
2925,385.0
2926,365.0
2927,345.0
2928,335.0
2929,315.0
2930,475.0
2931,455.0
2932,445.0
2933,425.0
2934,540.0
2935,545.0
2936,535.0
2937,535.0
2938,515.0
2939,495.0
2940,480.0
2941,470.0
2942,450.0
2943,570.0
2944,550.0
2945,605.0
2946,620.0
2947,600.0
2948,590.0
2949,570.0
2950,755.0
2951,755.0
2952,745.0
2953,200.0
2954,190.0
2955,180.0
2956,140.0
2957,120.0
2958,390.0
2959,370.0
2960,360.0
2961,340.0
2962,475.0
2963,455.0
2964,445.0
2965,425.0
2966,550.0
2967,540.0
2968,530.0
2969,510.0
2970,490.0
2971,470.0
2972,445.0
2973,430.0
2974,430.0
2975,410.0
2976,370.0
2977,370.0
2978,340.0
2979,330.0
2980,320.0
2981,300.0
2982,575.0
2983,565.0
2984,555.0
2985,535.0
2986,640.0
2987,620.0
2988,600.0
2989,590.0
2990,580.0
2991,570.0
2992,550.0
2993,635.0
2994,605.0
2995,595.0
2996,585.0
2997,565.0
2998,545.0
2999,575.0
3000,555.0
3001,545.0
3002,525.0
3003,640.0
3004,620.0
3005,610.0
3006,600.0
3007,580.0
3008,560.0
3009,540.0
3010,515.0
3011,500.0
3012,490.0
3013,470.0
3014,590.0
3015,605.0
3016,585.0
3017,575.0
3018,555.0
3019,690.0
3020,670.0
3021,660.0
3022,640.0
3023,800.0
3024,780.0
3025,770.0
3026,740.0
3027,700.0
3028,660.0
3029,620.0
3030,585.0
3031,565.0
3032,620.0
3033,610.0
3034,600.0
3035,580.0
3036,680.0
3037,665.0
3038,655.0
3039,635.0
3040,765.0
3041,745.0
3042,735.0
3043,715.0
3044,830.0
3045,845.0
3046,825.0
3047,815.0
3048,795.0
3049,775.0
3050,765.0
3051,755.0
3052,735.0
3053,725.0
3054,685.0
3055,645.0
3056,605.0
3057,600.0
3058,585.0
3059,585.0
3060,565.0
3061,655.0
3062,635.0
3063,635.0
3064,615.0
3065,595.0
3066,775.0
3067,755.0
3068,805.0
3069,795.0
3070,785.0
3071,765.0
3072,740.0
3073,725.0
3074,715.0
3075,695.0
3076,805.0
3077,785.0
3078,765.0
3079,755.0
3080,735.0
3081,715.0
3082,695.0
3083,695.0
3084,200.0
3085,190.0
3086,180.0
3087,160.0
3088,140.0
3089,140.0
3090,140.0
3091,120.0
3092,110.0
3093,90.0
3094,50.0
3095,40.0
3096,20.0
3097,10.0
3098,10.0
3099,200.0
3100,180.0
3101,170.0
3102,130.0
3103,90.0
3104,50.0
3105,10.0
3106,10.0
3107,10.0
3108,10.0
3109,10.0
3110,10.0
3111,10.0
3112,40.0
3113,25.0
3114,15.0
3115,15.0
3116,75.0
3117,55.0
3118,45.0
3119,25.0
3120,170.0
3121,150.0
3122,140.0
3123,120.0
3124,305.0
3125,285.0
3126,275.0
3127,255.0
3128,255.0
3129,235.0
3130,225.0
3131,205.0
3132,390.0
3133,370.0
3134,360.0
3135,340.0
3136,320.0
3137,300.0
3138,320.0
3139,300.0
3140,290.0
3141,270.0
3142,375.0
3143,355.0
3144,345.0
3145,325.0
3146,485.0
3147,465.0
3148,455.0
3149,435.0
3150,605.0
3151,595.0
3152,585.0
3153,565.0
3154,545.0
3155,570.0
3156,555.0
3157,625.0
3158,595.0
3159,595.0
3160,575.0
3161,630.0
3162,610.0
3163,600.0
3164,580.0
3165,560.0
3166,560.0
3167,540.0
3168,520.0
3169,500.0
3170,480.0
3171,520.0
3172,500.0
3173,490.0
3174,470.0
3175,460.0
3176,450.0
3177,440.0
3178,420.0
3179,540.0
3180,525.0
3181,515.0
3182,495.0
3183,675.0
3184,655.0
3185,710.0
3186,700.0
3187,680.0
3188,670.0
3189,650.0
3190,610.0
3191,570.0
3192,550.0
3193,530.0
3194,200.0
3195,180.0
3196,170.0
3197,150.0
3198,120.0
3199,110.0
3200,110.0
3201,90.0
3202,245.0
3203,230.0
3204,220.0
3205,200.0
3206,430.0
3207,410.0
3208,400.0
3209,380.0
3210,495.0
3211,475.0
3212,520.0
3213,520.0
3214,500.0
3215,490.0
3216,470.0
3217,600.0
3218,615.0
3219,595.0
3220,585.0
3221,565.0
3222,545.0
3223,525.0
3224,485.0
3225,485.0
3226,465.0
3227,455.0
3228,435.0
3229,565.0
3230,555.0
3231,545.0
3232,535.0
3233,535.0
3234,525.0
3235,505.0
3236,500.0
3237,485.0
3238,535.0
3239,525.0
3240,505.0
3241,495.0
3242,475.0
3243,475.0
3244,455.0
3245,445.0
3246,445.0
3247,425.0
3248,480.0
3249,470.0
3250,460.0
3251,440.0
3252,585.0
3253,575.0
3254,565.0
3255,545.0
3256,685.0
3257,675.0
3258,665.0
3259,645.0
3260,740.0
3261,720.0
3262,700.0
3263,690.0
3264,670.0
3265,670.0
3266,630.0
3267,585.0
3268,570.0
3269,560.0
3270,540.0
3271,540.0
3272,530.0
3273,520.0
3274,500.0
3275,480.0
3276,570.0
3277,585.0
3278,575.0
3279,555.0
3280,555.0
3281,570.0
3282,560.0
3283,550.0
3284,530.0
3285,655.0
3286,655.0
3287,645.0
3288,625.0
3289,720.0
3290,715.0
3291,735.0
3292,725.0
3293,715.0
3294,695.0
3295,680.0
3296,670.0
3297,660.0
3298,195.0
3299,180.0
3300,250.0
3301,240.0
3302,230.0
3303,210.0
3304,335.0
3305,325.0
3306,315.0
3307,315.0
3308,285.0
3309,285.0
3310,275.0
3311,275.0
3312,255.0
3313,255.0
3314,245.0
3315,245.0
3316,245.0
3317,225.0
3318,225.0
3319,215.0
3320,205.0
3321,185.0
3322,165.0
3323,155.0
3324,155.0
3325,135.0
3326,230.0
3327,220.0
3328,220.0
3329,260.0
3330,245.0
3331,245.0
3332,225.0
3333,225.0
3334,205.0
3335,185.0
3336,175.0
3337,155.0
3338,230.0
3339,210.0
3340,200.0
3341,180.0
3342,140.0
3343,345.0
3344,325.0
3345,315.0
3346,295.0
3347,275.0
3348,275.0
3349,255.0
3350,255.0
3351,255.0
3352,255.0
3353,235.0
3354,235.0
3355,235.0
3356,235.0
3357,215.0
3358,215.0
3359,215.0
3360,215.0
3361,195.0
3362,195.0
3363,195.0
3364,195.0
3365,185.0
3366,175.0
3367,175.0
3368,175.0
3369,175.0
3370,170.0
3371,185.0
3372,175.0
3373,165.0
3374,165.0
3375,180.0
3376,170.0
3377,170.0
3378,170.0
3379,170.0
3380,175.0
3381,175.0
3382,175.0
3383,175.0
3384,215.0
3385,210.0
3386,240.0
3387,230.0
3388,220.0
3389,220.0
3390,220.0
3391,210.0
3392,200.0
3393,200.0
3394,200.0
3395,200.0
3396,190.0
3397,180.0
3398,180.0
3399,180.0
3400,195.0
3401,185.0
3402,185.0
3403,175.0
3404,200.0
3405,200.0
3406,200.0
3407,180.0
3408,175.0
3409,170.0
3410,170.0
3411,170.0
3412,170.0
3413,160.0
3414,140.0
3415,120.0
3416,80.0
3417,60.0
3418,20.0
3419,190.0
3420,190.0
3421,190.0
3422,220.0
3423,215.0
3424,205.0
3425,205.0
3426,205.0
3427,185.0
3428,175.0
3429,175.0
3430,135.0
3431,115.0
3432,95.0
3433,95.0
3434,75.0
3435,210.0
3436,200.0
3437,190.0
3438,180.0
3439,160.0
3440,410.0
3441,400.0
3442,400.0
3443,400.0
3444,390.0
3445,380.0
3446,360.0
3447,360.0
3448,350.0
3449,340.0
3450,320.0
3451,320.0
3452,300.0
3453,290.0
3454,270.0
3455,465.0
3456,445.0
3457,425.0
3458,415.0
3459,395.0
3460,385.0
3461,375.0
3462,365.0
3463,345.0
3464,535.0
3465,550.0
3466,530.0
3467,595.0
3468,575.0
3469,565.0
3470,545.0
3471,710.0
3472,690.0
3473,680.0
3474,680.0
3475,660.0
3476,650.0
3477,630.0
3478,590.0
3479,590.0
3480,570.0
3481,550.0
3482,550.0
3483,530.0
3484,520.0
3485,500.0
3486,615.0
3487,595.0
3488,585.0
3489,565.0
3490,730.0
3491,710.0
3492,710.0
3493,690.0
3494,670.0
3495,600.0
3496,590.0
3497,580.0
3498,560.0
3499,710.0
3500,695.0
3501,685.0
3502,665.0
3503,645.0
3504,645.0
3505,615.0
3506,615.0
3507,595.0
3508,575.0
3509,565.0
3510,545.0
3511,505.0
3512,555.0
3513,535.0
3514,525.0
3515,505.0
3516,720.0
3517,700.0
3518,745.0
3519,725.0
3520,715.0
3521,695.0
3522,800.0
3523,790.0
3524,830.0
3525,815.0
3526,805.0
3527,785.0
3528,745.0
3529,725.0
3530,705.0
3531,705.0
3532,675.0
3533,665.0
3534,655.0
3535,635.0
3536,200.0
3537,190.0
3538,170.0
3539,150.0
3540,130.0
3541,100.0
3542,90.0
3543,90.0
3544,85.0
3545,80.0
3546,80.0
3547,70.0
3548,50.0
3549,50.0
3550,30.0
3551,30.0
3552,30.0
3553,30.0
3554,20.0
3555,10.0
3556,10.0
3557,10.0
3558,10.0
3559,10.0
3560,25.0
3561,5.0
3562,5.0
3563,5.0
3564,70.0
3565,50.0
3566,50.0
3567,30.0
3568,10.0
3569,200.0
3570,190.0
3571,180.0
3572,160.0
3573,160.0
3574,150.0
3575,140.0
3576,120.0
3577,265.0
3578,255.0
3579,255.0
3580,255.0
3581,255.0
3582,340.0
3583,320.0
3584,310.0
3585,290.0
3586,545.0
3587,525.0
3588,515.0
3589,495.0
3590,485.0
3591,475.0
3592,465.0
3593,425.0
3594,405.0
3595,385.0
3596,380.0
3597,355.0
3598,345.0
3599,335.0
3600,315.0
3601,595.0
3602,565.0
3603,555.0
3604,555.0
3605,515.0
3606,495.0
3607,495.0
3608,475.0
3609,455.0
3610,455.0
3611,415.0
3612,395.0
3613,395.0
3614,410.0
3615,390.0
3616,380.0
3617,360.0
3618,475.0
3619,455.0
3620,445.0
3621,425.0
3622,635.0
3623,615.0
3624,595.0
3625,585.0
3626,565.0
3627,535.0
3628,525.0
3629,515.0
3630,495.0
3631,475.0
3632,435.0
3633,410.0
3634,395.0
3635,395.0
3636,375.0
3637,465.0
3638,445.0
3639,435.0
3640,435.0
3641,450.0
3642,430.0
3643,420.0
3644,400.0
3645,550.0
3646,530.0
3647,595.0
3648,585.0
3649,620.0
3650,635.0
3651,625.0
3652,665.0
3653,645.0
3654,635.0
3655,615.0
3656,610.0
3657,590.0
3658,655.0
3659,635.0
3660,625.0
3661,605.0
3662,750.0
3663,740.0
3664,730.0
3665,710.0
3666,830.0
3667,845.0
3668,825.0
3669,815.0
3670,795.0
3671,910.0
3672,890.0
3673,885.0
3674,865.0
3675,855.0
3676,835.0
3677,195.0
3678,180.0
3679,170.0
3680,150.0
3681,310.0
3682,290.0
3683,290.0
3684,270.0
3685,260.0
3686,240.0
3687,220.0
3688,200.0
3689,190.0
3690,170.0
3691,335.0
3692,315.0
3693,305.0
3694,285.0
3695,245.0
3696,225.0
3697,205.0
3698,195.0
3699,155.0
3700,135.0
3701,135.0
3702,115.0
3703,105.0
3704,85.0
3705,65.0
3706,45.0
3707,35.0
3708,25.0
3709,5.0
3710,5.0
3711,5.0
3712,200.0
3713,190.0
3714,190.0
3715,190.0
3716,245.0
3717,225.0
3718,215.0
3719,195.0
3720,350.0
3721,330.0
3722,320.0
3723,300.0
3724,300.0
3725,280.0
3726,270.0
3727,250.0
3728,240.0
3729,220.0
3730,180.0
3731,160.0
3732,160.0
3733,140.0
3734,120.0
3735,110.0
3736,90.0
3737,195.0
3738,185.0
3739,175.0
3740,155.0
3741,305.0
3742,320.0
3743,300.0
3744,290.0
3745,270.0
3746,270.0
3747,270.0
3748,250.0
3749,240.0
3750,220.0
3751,220.0
3752,200.0
3753,190.0
3754,150.0
3755,320.0
3756,300.0
3757,290.0
3758,270.0
3759,395.0
3760,375.0
3761,375.0
3762,355.0
3763,490.0
3764,470.0
3765,470.0
3766,450.0
3767,570.0
3768,540.0
3769,540.0
3770,500.0
3771,480.0
3772,455.0
3773,440.0
3774,440.0
3775,420.0
3776,420.0
3777,400.0
3778,400.0
3779,400.0
3780,470.0
3781,485.0
3782,465.0
3783,465.0
3784,465.0
3785,465.0
3786,445.0
3787,435.0
3788,435.0
3789,425.0
3790,415.0
3791,405.0
3792,385.0
3793,345.0
3794,340.0
3795,315.0
3796,305.0
3797,305.0
3798,285.0
3799,285.0
3800,265.0
3801,265.0
3802,265.0
3803,265.0
3804,280.0
3805,260.0
3806,260.0
3807,260.0
3808,250.0
3809,240.0
3810,240.0
3811,200.0
3812,160.0
3813,120.0
3814,115.0
3815,100.0
3816,90.0
3817,90.0
3818,90.0
3819,70.0
3820,70.0
3821,50.0
3822,50.0
3823,30.0
3824,195.0
3825,190.0
3826,180.0
3827,160.0
3828,330.0
3829,310.0
3830,300.0
3831,280.0
3832,395.0
3833,375.0
3834,365.0
3835,345.0
3836,530.0
3837,510.0
3838,500.0
3839,480.0
3840,440.0
3841,400.0
3842,380.0
3843,435.0
3844,415.0
3845,405.0
3846,385.0
3847,520.0
3848,500.0
3849,490.0
3850,470.0
3851,615.0
3852,595.0
3853,585.0
3854,565.0
3855,545.0
3856,545.0
3857,525.0
3858,515.0
3859,495.0
3860,600.0
3861,590.0
3862,580.0
3863,560.0
3864,520.0
3865,545.0
3866,530.0
3867,530.0
3868,510.0
3869,630.0
3870,610.0
3871,600.0
3872,580.0
3873,695.0
3874,675.0
3875,665.0
3876,645.0
3877,605.0
3878,565.0
3879,545.0
3880,535.0
3881,515.0
3882,515.0
3883,505.0
3884,495.0
3885,475.0
3886,435.0
3887,655.0
3888,635.0
3889,615.0
3890,605.0
3891,585.0
3892,850.0
3893,830.0
3894,820.0
3895,800.0
3896,760.0
3897,735.0
3898,715.0
3899,705.0
3900,685.0
3901,835.0
3902,825.0
3903,815.0
3904,795.0
3905,945.0
3906,930.0
3907,920.0
3908,890.0
3909,890.0
3910,850.0
3911,810.0
3912,810.0
3913,770.0
3914,765.0
3915,745.0
3916,735.0
3917,715.0
3918,825.0
3919,805.0
3920,835.0
3921,815.0
3922,805.0
3923,795.0
3924,775.0
3925,755.0
3926,745.0
3927,725.0
3928,800.0
3929,790.0
3930,780.0
3931,760.0
3932,860.0
3933,845.0
3934,835.0
3935,815.0
3936,975.0
3937,955.0
3938,935.0
3939,935.0
3940,915.0
3941,905.0
3942,885.0
3943,1015.0
3944,995.0
3945,985.0
3946,965.0
3947,1060.0
3948,1040.0
3949,190.0
3950,180.0
3951,170.0
3952,150.0
3953,130.0
3954,110.0
3955,85.0
3956,70.0
3957,60.0
3958,40.0
3959,200.0
3960,180.0
3961,160.0
3962,150.0
3963,130.0
3964,110.0
3965,90.0
3966,80.0
3967,60.0
3968,195.0
3969,175.0
3970,165.0
3971,145.0
3972,125.0
3973,105.0
3974,95.0
3975,85.0
3976,65.0
3977,45.0
3978,45.0
3979,60.0
3980,40.0
3981,30.0
3982,10.0
3983,10.0
3984,10.0
3985,200.0
3986,200.0
3987,190.0
3988,190.0
3989,170.0
3990,160.0
3991,140.0
3992,270.0
3993,260.0
3994,250.0
3995,230.0
3996,345.0
3997,335.0
3998,325.0
3999,315.0
4000,295.0
4001,275.0
4002,255.0
4003,215.0
4004,195.0
4005,175.0
4006,165.0
4007,165.0
4008,165.0
4009,155.0
4010,145.0
4011,135.0
4012,115.0
4013,110.0
4014,95.0
4015,85.0
4016,65.0
4017,245.0
4018,225.0
4019,215.0
4020,195.0
4021,195.0
4022,175.0
4023,175.0
4024,155.0
4025,145.0
4026,125.0
4027,325.0
4028,305.0
4029,295.0
4030,275.0
4031,460.0
4032,440.0
4033,430.0
4034,410.0
4035,540.0
4036,520.0
4037,510.0
4038,490.0
4039,635.0
4040,615.0
4041,605.0
4042,585.0
4043,565.0
4044,555.0
4045,545.0
4046,535.0
4047,525.0
4048,505.0
4049,655.0
4050,640.0
4051,630.0
4052,610.0
4053,605.0
4054,585.0
4055,575.0
4056,555.0
4057,750.0
4058,730.0
4059,720.0
4060,700.0
4061,895.0
4062,885.0
4063,875.0
4064,855.0
4065,835.0
4066,805.0
4067,795.0
4068,785.0
4069,765.0
4070,765.0
4071,745.0
4072,735.0
4073,715.0
4074,885.0
4075,865.0
4076,855.0
4077,855.0
4078,835.0
4079,990.0
4080,980.0
4081,970.0
